"","solution","distance","distance_from_optimum"
"41","35, 14, 19, 13, 52, 7, 39, 10, 58, 11, 66, 53, 59, 8, 34, 29, 76, 23, 32, 9, 72, 67, 4, 27, 45, 54, 57, 15, 5, 20, 37, 60, 70, 71, 21, 61, 64, 1, 62, 22, 28, 48, 36, 69, 47, 68, 44, 3, 49, 16, 40, 55, 31, 18, 25, 50, 24, 56, 41, 43, 42, 73, 63, 12, 6, 51, 33, 2, 74, 30, 46, 38, 65, 75, 26, 17",1024.98815431055,479.988154310555
"42","15, 20, 59, 66, 11, 65, 38, 53, 14, 54, 67, 76, 12, 40, 55, 25, 31, 72, 10, 58, 39, 9, 17, 51, 32, 50, 18, 24, 3, 30, 47, 28, 68, 6, 49, 62, 73, 33, 1, 44, 16, 63, 23, 41, 64, 56, 43, 42, 22, 74, 21, 61, 48, 4, 45, 29, 60, 69, 71, 70, 36, 37, 57, 5, 27, 34, 7, 75, 2, 52, 8, 35, 26, 46, 19, 13",962.609185113016,417.609185113016
"43","57, 67, 76, 75, 12, 10, 9, 25, 18, 55, 50, 17, 23, 56, 42, 28, 47, 5, 29, 4, 68, 6, 33, 51, 3, 63, 1, 62, 22, 61, 21, 70, 71, 69, 2, 73, 41, 64, 43, 16, 44, 40, 58, 39, 31, 72, 32, 24, 49, 26, 7, 19, 35, 53, 38, 65, 11, 14, 59, 66, 8, 46, 34, 52, 54, 13, 15, 20, 60, 36, 48, 30, 74, 45, 27, 37",926.30278746876,381.30278746876
"44","55, 3, 16, 49, 24, 22, 62, 64, 61, 28, 74, 21, 36, 5, 8, 35, 7, 68, 6, 51, 56, 41, 42, 1, 73, 27, 34, 52, 75, 2, 57, 47, 48, 15, 20, 37, 70, 60, 71, 69, 29, 30, 45, 4, 76, 67, 46, 53, 11, 10, 31, 9, 38, 58, 72, 39, 65, 59, 66, 14, 19, 13, 54, 26, 17, 32, 18, 44, 23, 43, 63, 33, 12, 40, 50, 25",958.763600105519,413.763600105519
"45","54, 27, 52, 67, 45, 13, 57, 37, 71, 60, 36, 20, 70, 69, 61, 28, 30, 47, 5, 48, 21, 74, 62, 44, 32, 25, 55, 58, 10, 72, 9, 50, 18, 24, 51, 12, 31, 11, 65, 66, 38, 59, 19, 34, 75, 6, 2, 33, 49, 23, 56, 1, 22, 64, 42, 43, 63, 41, 73, 68, 15, 29, 4, 46, 7, 14, 53, 16, 3, 39, 40, 17, 76, 26, 35, 8",934.359423017594,389.359423017594
"46","56, 64, 22, 41, 33, 2, 46, 52, 29, 13, 54, 48, 30, 76, 12, 44, 32, 18, 25, 50, 55, 3, 9, 39, 31, 66, 53, 35, 7, 68, 4, 26, 72, 38, 67, 34, 45, 21, 36, 60, 71, 69, 47, 5, 37, 20, 70, 15, 27, 57, 8, 19, 58, 59, 14, 11, 65, 10, 40, 17, 51, 6, 75, 28, 74, 62, 61, 73, 63, 16, 49, 24, 23, 42, 43, 1",955.4151751965,410.4151751965
"47","17, 76, 26, 67, 53, 8, 34, 52, 20, 27, 4, 75, 40, 12, 38, 65, 66, 11, 31, 72, 9, 39, 25, 50, 55, 49, 23, 63, 28, 61, 62, 1, 73, 41, 74, 48, 21, 47, 69, 36, 15, 5, 37, 70, 60, 71, 29, 45, 46, 13, 54, 57, 7, 35, 14, 59, 19, 10, 58, 32, 18, 24, 16, 33, 64, 56, 43, 42, 22, 2, 30, 68, 51, 6, 3, 44",932.88391691719,387.88391691719
"48","68, 51, 3, 6, 43, 28, 42, 41, 23, 56, 49, 16, 24, 32, 18, 50, 25, 55, 31, 65, 10, 72, 39, 9, 53, 66, 11, 14, 19, 8, 35, 46, 5, 71, 60, 69, 70, 34, 67, 26, 44, 40, 17, 76, 75, 52, 45, 37, 20, 57, 15, 13, 7, 12, 58, 38, 59, 54, 27, 4, 29, 48, 21, 74, 47, 36, 33, 73, 62, 61, 64, 22, 1, 63, 30, 2",945.034368718873,400.034368718873
"49","60, 15, 57, 27, 19, 46, 8, 13, 54, 52, 34, 45, 29, 48, 21, 30, 76, 51, 33, 44, 50, 32, 25, 55, 9, 38, 66, 11, 59, 14, 35, 7, 12, 53, 65, 58, 10, 31, 72, 26, 40, 18, 3, 17, 39, 67, 75, 68, 4, 2, 62, 6, 16, 63, 23, 56, 41, 24, 49, 1, 22, 74, 73, 61, 64, 42, 43, 28, 69, 71, 37, 5, 47, 36, 20, 70",908.218399489915,363.218399489915
"50","54, 13, 52, 5, 15, 57, 27, 26, 72, 31, 32, 50, 18, 40, 44, 9, 25, 55, 24, 49, 56, 16, 1, 63, 3, 68, 76, 75, 4, 7, 39, 58, 17, 62, 2, 73, 61, 42, 23, 43, 41, 64, 22, 21, 69, 60, 71, 36, 37, 70, 20, 48, 47, 28, 6, 29, 46, 45, 30, 74, 33, 51, 12, 67, 34, 35, 53, 11, 66, 38, 10, 65, 59, 14, 8, 19",940.507270244431,395.507270244431
